INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED,Year,Phase,TSEAMCET (BiPC) -2023 LAST RANK STATEMENT FINAL  PHASE,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,TSEAMCET(BiPC)-2023 LAST RANK STATEMENT FIRST PHASE,TGEAPCET(Bi.P.C)-2024 LAST RANK STATEMENT FINAL PHASE,Unnamed,Unnamed_1,Unnamed_2,Unnamed_3,Unnamed_4,Unnamed_5,Unnamed_6,Unnamed_7,Unnamed_8,Unnamed_9,Unnamed_10,Unnamed_11,Unnamed_12,Unnamed_13,Unnamed_14,Unnamed_15,Unnamed_16,Unnamed_17,Unnamed_18,Unnamed_19,Unnamed_20,Unnamed_21,Unnamed_22,Unnamed_23,Unnamed_24,Unnamed_25,Unnamed_26,Unnamed_27,KUCP,K U COLLEGE OF PHARMACEUTICAL SCIENCES,WARANGAL,HNK,UNIV,1974,PHB,B. PHARMACY,11340,11340_1,14541,19635,17389,17389_1,11340_2,11340_3,14218,14218_1,25480,32025,24433,24433_1,21798,21798_1,27674,27674_1,45000,KU,TRNP,TRINITY COLLEGE OF PHARMACY,PEDDAPALLY,PDL,PVT,2004,50833,50833_1,72360,72360_1,71057,71057_1,50833_2,50833_3,67548,67548_1,56408,56408_1,69400,69400_1,79373,79373_1,59417,59417_1,60000,SVHU,TGEAPCET (Bi.P.C)-2024 LAST RANK STATEMENT FIRST PHASE,20710,20710_1,17442,17442_1,25480_1,17443,17443_1,19479,19479_1,TRPM,TEEGALA RAMI REDDY COLL OF PHARMACY,MIRPET,RR,2006,PDB,PHARM - D (Bi.,15426,15426_1,28657,34237,24541,24541_1,15426_2,15426_3,22370,22370_1,19160,19160_1,22338,22338_1,25546,35913,18014,18898,68000,JNTUH,Inst Code,Institute Name,Place,Dist Code,Co Education,College Type,Year of Estab,Branch Code,Branch Name,Tuition Fee,Affiliated To
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,KUCP,K U COLLEGE OF PHARMACEUTICAL SCIENCES,WARANGAL,HNK,COED,UNIV,1974,PHB,B. PHARMACY (Bi.P.C. STREAM),12121,12121,22810,22810,19116,19116,12121,12121,17455,17455,19073,28967,21658,21658,27583,27583,23272,23272,45000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,KVKP,K V K COLLEGE OF PHARMACY,SURMAIGUDA,RR,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,81000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,KVKP,K V K COLLEGE OF PHARMACY,SURMAIGUDA,RR,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),32363,41607,63727,63727,49141,49141,32363,41607,43240,44673,38967,41607,54798,54798,57364,57364,67238,67238,60000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MAXP,MAX INST OF PHARM SCI,KHAMMAM,KHM,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,68000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MAXP,MAX INST OF PHARM SCI,KHAMMAM,KHM,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),39750,39750,71640,71640,63475,66516,39750,64825,64899,64899,54250,58371,68593,68593,66862,66862,39750,69335,65000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MDRP,MADIRA INST OF TECHNOLOGYAND SCI,KODAD,SRP,COED,PVT,2006,PHB,B. PHARMACY (Bi.P.C. STREAM),47273,47273,47273,63913,77689,77689,47273,47273,59483,59483,47273,47273,63363,63363,74412,74412,47273,47273,75000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MIPK,MOHAMMADIYA INSTITUTE OF PHARMACY,KHAMMAM,KHM,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),22979,22979,42231,42231,40494,40494,22979,22979,32651,36176,34641,34641,51673,51673,55657,71428,34167,34167,68000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MIPK,MOHAMMADIYA INSTITUTE OF PHARMACY,KHAMMAM,KHM,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),28835,28835,67882,67882,80698,80916,63444,63444,63728,65453,68991,69206,75831,75988,81221,81461,28835,28835,45000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MIPM,MOONRAY INST OF PHARM SCI,RAIKAL,RR,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,68000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MIPM,MOONRAY INST OF PHARM SCI,RAIKAL,RR,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),62496,62496,66258,68780,62496,62496,73009,73009,62496,62496,62496,62496,62496,62496,63279,64269,77304,80595,57000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MLRP,MARRI LAXMAN REDDY INSTITUTE OF PHARMACY,DUNDIGAL,MDL,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),9785,10728,9785,17960,17059,17059,9785,10728,14611,14611,17728,17728,13988,13988,15670,15670,13615,13615,95000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MLRP,MARRI LAXMAN REDDY INSTITUTE OF PHARMACY,DUNDIGAL,MDL,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),21073,21073,42070,49029,29179,29179,27875,27875,27391,27391,37007,37007,35312,35312,41623,41623,33939,33939,85000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MNRP,M N R COLLEGE OF PHARMACY,SANGAREDDY,SRD,COED,PVT,2004,PDB,PHARM - D (Bi.P.C. STREAM),15000,15000,15000,29336,20877,23844,19261,19261,20978,20978,21247,23166,23955,23955,34253,34253,15850,17333,85000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MNRP,M N R COLLEGE OF PHARMACY,SANGAREDDY,SRD,COED,PVT,2004,PHB,B. PHARMACY (Bi.P.C. STREAM),24701,27102,56091,56091,37815,37815,38755,38755,38640,38640,36846,36846,45676,45676,54091,56128,47565,47565,85000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MOTP,MOTHER TERESA PHARMACY COLLEGE,SATTUPALLY,KHM,COED,PVT,2009,PHB,B. PHARMACY (Bi.P.C. STREAM),46780,46780,65891,65891,69363,78986,46780,68122,68036,68426,51501,51501,70354,70354,72599,81494,71306,71306,60000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MRCP,MALLA REDDY COLLEGE OF PHARMACY,MAISAMMAGUDA,MDL,COED,PVT,2004,PDB,PHARM - D (Bi.P.C. STREAM),7610,7610,17650,17650,14650,14650,13518,13518,10283,10283,7610,10328,12524,12524,14828,14828,12930,12930,110000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MRCP,MALLA REDDY COLLEGE OF PHARMACY,MAISAMMAGUDA,MDL,COED,PVT,2004,PHB,B. PHARMACY (Bi.P.C. STREAM),16907,16907,33718,33718,24104,24104,16907,16907,20224,20255,30496,30496,29113,29113,32484,35238,23237,23237,72000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MRIP,MALLA REDDY INIST OF PHARM SCI,MAISAMMAGUDA,MDL,COED,PVT,2005,PDB,PHARM - D (Bi.P.C. STREAM),4663,9615,20947,20947,16658,16658,4663,9615,13142,13142,4663,9615,17892,17892,19000,20361,4663,14383,110000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MRIP,MALLA REDDY INIST OF PHARM SCI,MAISAMMAGUDA,MDL,COED,PVT,2005,PHB,B. PHARMACY (Bi.P.C. STREAM),14724,14724,36241,36241,27652,27652,24614,24614,23744,26099,30473,30473,34210,35736,39126,39126,26966,26966,70000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MRPC,MALLA REDDY PHARMACY COLLEGE,MAISAMMAGUDA,MDL,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),10070,10070,10070,18788,17182,19304,10070,19158,13475,13475,10070,15065,21135,21135,23297,23297,13445,13445,95000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MRPC,MALLA REDDY PHARMACY COLLEGE,MAISAMMAGUDA,MDL,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),22307,22307,38216,38216,29760,29760,45345,45345,28434,28434,36083,36083,35905,36011,41755,41755,34354,34354,65000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,MTPG,MOTHER TERESA COLLEGE OF PHARMACY,NFC NAGAR,MDL,COED,PVT,2006,PHB,B. PHARMACY (Bi.P.C. STREAM),24487,24487,50998,58889,50302,50598,24487,68242,44703,44703,44195,44195,54823,55706,61317,61317,74319,74319,45000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,NCOP,NALANDA COLLEGE OF PHARMACY,NALGONDA,NLG,COED,PVT,1995,PHB,B. PHARMACY (Bi.P.C. STREAM),40993,40993,65450,65450,53987,57169,40993,40993,56429,56429,41490,51967,60326,66539,74485,74485,79471,79471,60000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,NIPH,NETAJI INST OF PHARM SCI,WARANGAL,HNK,COED,PVT,2006,PDB,PHARM - D (Bi.P.C. STREAM),20595,20595,48133,48133,33505,33505,20595,20595,32634,32634,20595,20595,34786,35286,50900,61671,20595,75286,68000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,NIPH,NETAJI INST OF PHARM SCI,WARANGAL,HNK,COED,PVT,2006,PHB,B. PHARMACY (Bi.P.C. STREAM),49147,49147,77677,77677,64182,65475,49147,49147,56937,56937,59558,69691,68508,68508,75066,75066,57001,57412,65000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2009,PHB,B. PHARMACY (Bi.P.C. STREAM),26120,26120,38608,39247,33877,33877,52618,52618,30707,30707,29638,29638,39945,41459,44236,44236,34629,34629,75000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,NTJP,NETHAJI INSTT OF PHARM SCI,TOOPRANPET,YBG,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),62496,62496,62496,67059,62496,62496,62496,62496,62496,62496,62496,62496,63637,63637,66299,76987,62496,62496,45000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,OMGP,OMEGA COLLEGE OF PHARMACY,GHATKESAR,MDL,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),8684,9938,21512,21512,18515,21764,23504,23504,14640,19102,25108,25108,19728,19728,29391,29391,18702,18702,68000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,OMGP,OMEGA COLLEGE OF PHARMACY,GHATKESAR,MDL,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),22511,22511,54788,54788,49329,49329,22511,22511,40844,40844,37312,37312,52142,52142,60333,60333,52085,52085,60000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,OUCESF,O U COLLEGE OF ENGG  HYDERABAD - SELF FINANCE,HYDERABAD,HYD,COED,SF,1925,BME,BIO-MEDICAL ENGINEERING  (Bi.P.C. STREAM),4181,4181,4181,13787,7358,7358,4181,11113,4181,4181,4181,4181,5346,5346,13140,13140,4181,6049,75000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,OUCTSF,O U COLLEGE OF TECH  HYDERABAD  - SELF FINANCE,HYDERABAD,HYD,COED,SF,1969,PHB,B. PHARMACY (Bi.P.C. STREAM),13461,13461,16251,16251,17341,17341,13461,13461,13529,13529,15938,15938,18650,18650,27298,27298,15635,15635,70000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,PATH,PATHFINDER INST OF PHARM EDN AND RES,HANAMKONDA,HNK,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),15269,22691,59679,59679,38698,38698,15269,22691,33252,33252,15269,22691,35708,35708,53943,63843,15269,22691,68000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,PATH,PATHFINDER INST OF PHARM EDN AND RES,HANAMKONDA,HNK,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),56562,56562,77784,77784,66764,66764,56562,58449,58813,58813,60582,60582,71015,71015,77028,77687,56562,56562,50000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,PCOP,PRINCETON COLLEGE OF PHARMACY,GHATKESAR,MDL,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),62496,62496,63090,63090,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,73518,73518,70000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,PIPS,PRATHISHTA INST OF PHARM SCI,SURYAPET,SRP,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),62496,62496,62496,72703,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,72272,62496,62496,68000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,PIPS,PRATHISHTA INST OF PHARM SCI,SURYAPET,SRP,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),48377,50032,77451,77988,77932,77932,48377,50032,62227,62280,65349,65349,71916,72727,77182,77182,70480,70480,45000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,PLMU,PALAMUR UNIVERSITY,MAHABUBNAGAR,MBN,COED,UNIV,2008,PHB,B. PHARMACY (Bi.P.C. STREAM),16919,16919,32575,32575,21926,21926,74403,74403,23205,23205,23231,29850,34229,34229,30470,37416,31317,31477,30000,PLMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,PNRP,PRATAB NARENDAR REDDY COLL OF PHARMACY,SHAMSHABAD,RR,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),13324,13324,41425,41425,31081,31081,13324,37117,23499,23499,22956,22956,31475,31475,42699,42699,22580,22580,68000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,PNRP,PRATAB NARENDAR REDDY COLL OF PHARMACY,SHAMSHABAD,RR,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),62496,62496,67819,67819,62496,62496,62496,62496,62496,62496,62496,62496,62496,62496,64301,64301,80082,80082,45000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,FINALPHASE,PULI,PULIPATI PRASAD COLL OF PHARM SCI,KHAMMAM,KHM,COED,PVT,2008,PHB,B. PHARMACY (Bi.P.C. STREAM),62496,62496,75816,75816,68981,78087,68154,68916,66390,66778,70739,70739,67145,67145,80112,81004,62496,62496,75000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
