INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED,Year,Phase,TSEAMCET (BiPC) -2023 LAST RANK STATEMENT FINAL  PHASE,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,TSEAMCET(BiPC)-2023 LAST RANK STATEMENT FIRST PHASE,TGEAPCET(Bi.P.C)-2024 LAST RANK STATEMENT FINAL PHASE,Unnamed,Unnamed_1,Unnamed_2,Unnamed_3,Unnamed_4,Unnamed_5,Unnamed_6,Unnamed_7,Unnamed_8,Unnamed_9,Unnamed_10,Unnamed_11,Unnamed_12,Unnamed_13,Unnamed_14,Unnamed_15,Unnamed_16,Unnamed_17,Unnamed_18,Unnamed_19,Unnamed_20,Unnamed_21,Unnamed_22,Unnamed_23,Unnamed_24,Unnamed_25,Unnamed_26,Unnamed_27,KUCP,K U COLLEGE OF PHARMACEUTICAL SCIENCES,WARANGAL,HNK,UNIV,1974,PHB,B. PHARMACY,11340,11340_1,14541,19635,17389,17389_1,11340_2,11340_3,14218,14218_1,25480,32025,24433,24433_1,21798,21798_1,27674,27674_1,45000,KU,TRNP,TRINITY COLLEGE OF PHARMACY,PEDDAPALLY,PDL,PVT,2004,50833,50833_1,72360,72360_1,71057,71057_1,50833_2,50833_3,67548,67548_1,56408,56408_1,69400,69400_1,79373,79373_1,59417,59417_1,60000,SVHU,TGEAPCET (Bi.P.C)-2024 LAST RANK STATEMENT FIRST PHASE,20710,20710_1,17442,17442_1,25480_1,17443,17443_1,19479,19479_1,TRPM,TEEGALA RAMI REDDY COLL OF PHARMACY,MIRPET,RR,2006,PDB,PHARM - D (Bi.,15426,15426_1,28657,34237,24541,24541_1,15426_2,15426_3,22370,22370_1,19160,19160_1,22338,22338_1,25546,35913,18014,18898,68000,JNTUH,Inst Code,Institute Name,Place,Dist Code,Co Education,College Type,Year of Estab,Branch Code,Branch Name,Tuition Fee,Affiliated To
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCPB,UNITY COLLEGE OF PHARMACY,BHONGIR,YBG,2007,PHB,(BB. iP.PH.CA. RMACY,40155,40155,70580,70580,60025,60025,47192,47192,49321,49321,43921,43921,47805,47805,50754,50754,40155,40155,52000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAGP,VAGDEVI COLLEGE OF PHARMACY,HANAMKONDA,HNK,1997,PDB,S(PBTHiR.APE.RCAM.M -) D (Bi.,11101,11101,22789,22789,19701,19701,11101,11101,16878,16878,12601,12601,18523,18523,25312,25312,20832,20832,85000,KU,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAGP,VAGDEVI COLLEGE OF PHARMACY,HANAMKONDA,HNK,1997,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,30182,30182,37656,37656,49189,49189,30182,37308,41228,41228,45184,45184,47148,47148,51420,51420,65131,65131,70000,KU,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCOP,SRI VENKATESWARA COLLEGE OF PHARMACY,MADHAPUR,RR,1995,PDB,(PBHi.AP.RCM. - D (Bi.,5824,5824,9052,9052,9402,9402,5824,5824,6928,6928,9427,9427,13579,13579,7829,8788,8204,13036,75000,OU,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCOP,SRI VENKATESWARA COLLEGE OF PHARMACY,MADHAPUR,RR,1995,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,15689,15689,29196,29196,24752,24752,15689,15689,19554,19554,20791,22676,28910,28910,35804,35804,28546,28546,65000,OU,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCPN,VIJAY COLL OF PHARMACY,NIZAMABAD,NZB,2010,PHB,(BB. iP.PH.CA. RMACY,32943,32943,70955,70955,56463,59921,57960,57960,56675,56675,38953,38953,65849,65849,74733,74733,56635,64730,57000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGNP,VIGNAN INST OF PHARM SCI,DESHMUKHI,YBG,2006,PHB,S(BBT. iRP.PEH.CAA.M RM)ACY,30738,30738,59661,59661,45424,45424,30738,30738,39117,39117,41808,41808,50164,50164,50688,50688,47180,47180,70000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGPC,VAGDEVI PHARMACY COLLEGE,WARANGAL,WGL,2007,PDB,S(PBTHiR.APE.RCAM.M -) D (Bi.,14577,14577,26928,26928,24465,24465,14577,14577,14577,17371,15430,15430,24295,24295,26957,26957,26830,26830,68000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGPC,VAGDEVI PHARMACY COLLEGE,WARANGAL,WGL,2007,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,32976,32976,67734,67734,51334,51334,32976,32976,37466,37466,49072,49072,48844,48844,57342,57342,32976,32976,60000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGSP,VAAGESWARI COLLEGE OF PHARMACY,KARIMNAGAR,KRM,2004,PDB,(PBHi.AP.RCM. - D (Bi.,13216,13216,28699,28699,20738,23299,13216,13216,29548,29548,18506,18506,25174,25174,31479,31479,27736,27736,80000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGSP,VAAGESWARI COLLEGE OF PHARMACY,KARIMNAGAR,KRM,2004,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,33394,33394,46412,46412,49296,49296,47481,47481,44671,44671,40414,40414,55050,55050,71538,71538,37936,61979,53000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIPN,VENKATESWARA INST OF PHARM SCI,NALGONDA,NLG,2007,PHB,(BB. iP.PH.CA. RMACY,45541,45541,72049,72049,64593,68686,45541,45541,63407,63407,49180,49180,64412,64412,67836,67836,45541,45541,53000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIPS,VAAGESWARI INST OF PHARMACY,KARIMNAGAR,KRM,2007,PHB,S(BBT. iRP.PEH.CAA.M RM)ACY,37742,37742,64032,64032,64944,64944,37742,54113,64312,64312,46501,52059,58634,58634,75510,75510,48137,48137,45000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VJYH,VIJAYA COLLEGE OF PHARMACY,HAYATHNAGAR,RR,2006,PDB,S(PBTHiR.APE.RCAM.M -) D (Bi.,14983,14983,29656,29656,22034,23863,14983,14983,23660,23660,16387,16781,25388,25388,28260,29572,19338,24446,68000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VJYH,VIJAYA COLLEGE OF PHARMACY,HAYATHNAGAR,RR,2006,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,33881,33881,59882,59882,53281,53281,59122,59122,41293,41293,36131,36131,50119,50119,48076,48076,72947,72947,70000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VKAS,VIKAS COLLEGE OF PHARMACY,JANAGAON,JGN,2004,PHB,(BB. iP.PH.CA. RMACY,54726,54726,76854,76854,78534,78534,54726,74774,78869,78869,78921,78921,76583,76583,79334,79334,59825,59825,65000,KU,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VKSP,VIKAS COLL OF PHARMACEUTICAL SCIENCES,SURYAPET,SRP,2004,PDB,S(PBTHiR.APE.RCAM.M -) D (Bi.,21715,21715,30698,30698,33742,33742,21715,69977,27688,27688,29339,29339,36651,36651,41029,46206,21715,25498,95000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VKSP,VIKAS COLL OF PHARMACEUTICAL SCIENCES,SURYAPET,SRP,2004,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,47764,47764,70102,70102,73983,73983,47764,47764,74259,74259,70079,70079,68267,68267,72306,72306,47764,47764,55000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPRG,VISION COLLEGE OF PHARMSCI AND RES,BODUPPAL,MDL,2007,PDB,(PBHi.AP.RCM. - D (Bi.,14331,14331,29118,29118,21693,21693,19709,19709,15802,15802,16154,16154,24373,24373,14331,32788,21726,21726,68000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPRG,VISION COLLEGE OF PHARMSCI AND RES,BODUPPAL,MDL,2007,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,32515,32515,58509,58509,45813,45813,67765,67765,41433,41433,37424,37424,50923,50923,50262,50262,55169,55169,55000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPWL,VAAGDEVI INST OF PHARM SCI,WARANGAL,WGL,2006,PDB,(PBHi.AP.RCM. - D (Bi.,11080,11080,11080,26111,21156,21156,11080,11080,24344,24566,11080,21783,27726,27726,30395,30395,45867,45867,68000,KU,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPWL,VAAGDEVI INST OF PHARM SCI,WARANGAL,WGL,2006,PHB,SPB.T.C RP. EHSATAMRREM)AAMC)Y,35083,35083,66416,66416,54559,54559,35083,35083,45629,45629,46541,46541,56681,59068,56062,56062,63562,63562,45000,KU,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VSLP,VATSALYA COLL OF PHARMACY,BHONGIR,YBG,2006,PHB,(BB. iP.PH.CA. RMACY,42688,42688,65877,65877,62365,62365,42688,42688,52876,52876,49002,49815,60725,61437,65749,65749,42688,42688,50000,JNTUH,,,,,,,,,,,
,,,,COED,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VSNU,VISHNU INST OF PHARM EDN AND RESEARCH,VISHNUPUR,MED,2007,PHB,S(BBT. iRP.PEH.CAA.M RM)ACY,18558,18558,39842,39842,24520,24520,59543,59543,21979,25786,28934,28934,36040,36040,37629,37629,39876,39876,95000,JNTUH,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,FIRSTPHASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S(BTiR.PE.CA.M )
Disclaimer: STREAM)
1. Last rank statement does not reflect the candidates admitted in special reservation categories like PH, NCC, Sports and Games, Children of Armed Personnel (CAP) seats, State wide colleges & Minority colleges.
2. Every care has been taken to present accurate information. The Ranks shown are at the end of Web Counseling process and does not indicate the dropouts or spot admissions.
3. The statement shall be used only for information to assess the mode of opting by candidates and shall in no way reflect the rank upto which seat can be allotted in the present academic year.
4. The ranks indicated inclusive of the ranks allotted in respect of Consequential Vacancies arose at the final round of Allotment.
5. The TGCHE/DTE is not responsible for Print Errors.
6. Girls are also eligible for Boys seats.
7.In terms of G.O.Ms.No. 42 Higher Education Dept.dated:18-05-2009,15% unreserved seats are filled first with combined merit list of candidates followed by 85 % seats with local candidates only.
8. NA means Not Applicable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institute Name,Place,"Dist
Code",Co Education,"College
Type","Year of
Estab","Branch
Code",Branch Name,"OC
BOYS","OC
GIRLS","BC_A
BOYS","BC_A
GIRLS","BC_B
BOYS","BC_B
GIRLS","BC_C
BOYS","BC_C
GIRLS","BC_D
BOYS","BC_D
GIRLS","BC_E
BOYS","BC_E
GIRLS","SC
BOYS","SC
GIRLS","ST
BOYS","ST
GIRLS","EWS
GEN OU","EWS
GIRLS OU",Tuition Fee,Affiliated To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inst
Code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANURAG PHARMACY COLLEGE,KODADA,SRP,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),13164,13164,21678,21678,16271,16271,13164,13164,18042,18042,18350,18350,23291,23291,13164,14454,18484,18484,68000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANURAG PHARMACY COLLEGE,KODADA,SRP,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),25273,25273,38490,38490,37364,37364,69550,69550,32813,32813,34920,34920,41415,41415,57605,57605,64838,64838,75000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),10305,10305,33339,33339,20790,20790,10305,10305,18411,18411,10305,17446,23068,23068,39127,39127,18061,19512,85000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),29661,29661,46363,46363,44366,44366,35585,39278,39415,39415,33196,33196,49165,49165,52942,52942,71258,71258,58000,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTHI INST OF PHARMSCI,HAYATHNAGAR,RR,COED,PVT,2005,PDB,PHARM - D (Bi.P.C. STREAM),13432,13432,23756,23756,17396,17396,13432,13432,19801,19801,13432,16993,16148,16148,20941,20941,21442,21442,75000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTHI INST OF PHARMSCI,HAYATHNAGAR,RR,COED,PVT,2005,PHB,B. PHARMACY (Bi.P.C. STREAM),25477,25477,41126,41126,37713,37713,52185,52185,34340,34340,31582,31582,40068,40068,44384,44384,62343,62343,65000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BALAJI INST OF PHARM SCI,NARSAMPET,WGL,COED,PVT,2005,PDB,PHARM - D (Bi.P.C. STREAM),11068,17806,38436,38436,26838,26838,11068,17806,24951,24951,11068,19821,22222,22222,26632,26632,28001,28001,90000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BALAJI INST OF PHARM SCI,NARSAMPET,WGL,COED,PVT,2005,PHB,B. PHARMACY (Bi.P.C. STREAM),37427,37427,68386,68386,60580,60580,50258,50258,49963,49963,54982,60839,62437,62437,60648,61817,61682,72184,55000,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BHARAT SCHOOL OF PHARMACY,IBRAHIMPATAN,RR,COED,PVT,2007,PDB,PHARM - D (Bi.P.C. STREAM),12881,12881,12881,12881,20610,20610,12881,12881,13989,13989,12881,12881,19071,19071,25328,25328,25223,25223,107000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BHARAT SCHOOL OF PHARMACY,IBRAHIMPATAN,RR,COED,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),28846,28846,48501,48501,42172,42172,28846,34074,35504,35504,34639,34639,46600,46600,51389,51389,73252,73252,60000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BHARAT INSTITUTE OF TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,1999,PDB,PHARM - D (Bi.P.C. STREAM),10900,10900,24961,24961,17317,17317,10900,10900,16281,16281,17883,17883,22073,22073,10900,24810,14863,19410,90000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BHARAT INSTITUTE OF TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,1999,PHB,B. PHARMACY (Bi.P.C. STREAM),28769,28769,52907,52907,39669,39669,37303,37303,36967,36967,36238,36238,49207,49207,53723,53723,65623,65623,60000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,LAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOJJAM NARASIMHULU PHARM COLL FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,2007,PHB,B. PHARMACY (Bi.P.C. STREAM),NA,15940,NA,31598,NA,21022,NA,38530,NA,20516,NA,16649,NA,24994,NA,25963,NA,20413,52000,JNTUH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
